address,chaoxiang,chuzufangshi,ditie,gongnuan,href,huxing,kanfangshijian,louceng,louxing,mianji,shangquan,zhifufangshi,zhuangxiu,zujin
大河庄苑,东,整租,距离地铁苏州街630米,集中供暖,https://bj.5i5j.com/zufang/41431269.html,1室1厅,随时看房,顶层/18层,塔楼,75,苏州桥,押2付3,精装,8500
西罗园南里小区,南,整租,距离地铁角门东1138米,集中供暖,https://bj.5i5j.com/zufang/41431624.html,1室1厅,电话预约,底层/6层,板楼,50,西罗园,押1付3,精装,3500
幸福东区,南,整租,距离地铁顺义377米,集中供暖,https://bj.5i5j.com/zufang/41431656.html,1室1厅,随时看房,底层/6层,板楼,62,顺义城,押1付3,简装,4100
青年路小区,南北,整租,距离地铁青年路565米,集中供暖,https://bj.5i5j.com/zufang/41431966.html,2室1厅,随时看房,中楼层/6层,板楼,65,朝青,押1付3,中装,6000
南湖东园二区,南北,整租,距离地铁望京248米,集中供暖,https://bj.5i5j.com/zufang/41468562.html,3室1厅,电话预约,底层/6层,板楼,68,望京,押2付3,精装,8600
安贞西里二区,北,整租,距离地铁北土城434米,集中供暖,https://bj.5i5j.com/zufang/41471006.html,1室1厅,随时看房,中楼层/16层,塔楼,38.92,安贞,押1付3,精装,6000
芍药居,南,合租,距离地铁芍药居116米,集中供暖,https://bj.5i5j.com/zufang/41083539.html,3室1厅,随时看房,中楼层/14层,板楼,20,芍药居,押1付3,精装,3000
东南小区,东南,整租,距离地铁海淀黄庄591米,集中供暖,https://bj.5i5j.com/zufang/41238122.html,2室1厅,电话预约,顶层/6层,塔楼,62,中关村,押2付3,精装,9000
东南小区,南北,整租,距离地铁海淀黄庄591米,集中供暖,https://bj.5i5j.com/zufang/41286872.html,2室1厅,随时看房,高楼层/6层,板楼,60,中关村,押2付3,中装,8600
邮科社区,南,整租,距离地铁西土城502米,集中供暖,https://bj.5i5j.com/zufang/41314284.html,2室1厅,电话预约,高楼层/18层,板楼,80,牡丹园,押2付3,精装,9500
宝星国际,南北,整租,距离地铁望京东450米,自供暖,https://bj.5i5j.com/zufang/41331126.html,1室1厅,随时看房,高楼层/25层,塔楼,64,望京,押2付3,精装,8500
朝庭公寓,南北,整租,距离地铁望京南476米,自供暖,https://bj.5i5j.com/zufang/41337320.html,2室1厅,随时看房,高楼层/27层,板楼,112,望京,押2付3,精装,13000
东南小区,南北,整租,距离地铁海淀黄庄591米,集中供暖,https://bj.5i5j.com/zufang/41060624.html,2室1厅,随时看房,高楼层/16层,板楼,65,中关村,押2付3,精装,11000
盛辉嘉园,东西,整租,距离地铁安德里北街1119米,集中供暖,https://bj.5i5j.com/zufang/41145102.html,2室1厅,电话预约,低楼层/15层,板楼,84.09,德胜门,押1付3,精装,13000
古城路,南,整租,距离地铁古城420米,集中供暖,https://bj.5i5j.com/zufang/41175186.html,1室1厅,随时看房,低楼层/4层,其他,30,古城,押2付3,简装,3500
枫泉花园,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41203874.html,2室1厅,中央别墅区,中楼层/15层,塔楼,72,距离地铁花梨坎726米,押2付3,精装,5800
西坝河东里,南,整租,距离地铁太阳宫714米,集中供暖,https://bj.5i5j.com/zufang/41205539.html,1室1厅,随时看房,低楼层/18层,板楼,45,西坝河,押2付3,中装,5800
望馨园,南北,整租,距离地铁东湖渠552米,自供暖,https://bj.5i5j.com/zufang/41307504.html,2室1厅,电话预约,中楼层/28层,塔楼,105,望京,押2付3,精装,9500
时尚街区东区,南,整租,距离地铁梨园164米,集中供暖,https://bj.5i5j.com/zufang/41321622.html,1室1厅,随时看房,中楼层/13层,板楼,50,梨园,押2付3,精装,3800
晟世嘉园,东西,整租,0,自供暖,https://bj.5i5j.com/zufang/41372007.html,2室1厅,随时看房,低楼层/11层,板楼,85,果园,押2付3,精装,4800
锦绣馨园,西南,整租,距离地铁关庄697米,集中供暖,https://bj.5i5j.com/zufang/41460812.html,2室1厅,电话预约,中楼层/24层,塔楼,108.31,亚运村小营,押2付3,精装,9500
新景家园东区,东,整租,距离地铁磁器口517米,自供暖,https://bj.5i5j.com/zufang/41460891.html,1室0厅,随时看房,高楼层/15层,板楼,30,崇文门,押1付3,精装,5500
北苑家园望春园,南,整租,距离地铁立水桥南630米,集中供暖,https://bj.5i5j.com/zufang/41460897.html,1室1厅,电话预约,中楼层/23层,塔楼,75,北苑,押2付3,精装,6200
牡丹园西里,南,整租,距离地铁牡丹园255米,集中供暖,https://bj.5i5j.com/zufang/41461134.html,1室1厅,随时看房,高楼层/16层,塔楼,49.1,牡丹园,押2付3,精装,6800
定慧寺东里,南北,整租,距离地铁西钓鱼台961米,集中供暖,https://bj.5i5j.com/zufang/41461148.html,2室1厅,电话预约,高楼层/6层,板楼,65,定慧寺,押2付3,精装,6500
世纪星城,南北,整租,距离地铁果园990米,集中供暖,https://bj.5i5j.com/zufang/41461226.html,2室1厅,随时看房,中楼层/26层,板楼,102,通州北苑,押2付3,精装,5800
新华联家园北区,南北,整租,距离地铁果园521米,集中供暖,https://bj.5i5j.com/zufang/41461240.html,2室1厅,随时看房,高楼层/9层,板楼,75,果园,押2付3,精装,5000
前毛家湾,南西北,随时看房,0,整租,https://bj.5i5j.com/zufang/41461286.html,3室1厅,西四,中楼层/6层,板楼,85,距离地铁平安里607米,押2付3,精装,15000
观缘,西南,整租,距离地铁车公庄269米,集中供暖,https://bj.5i5j.com/zufang/41461423.html,3室2厅,电话预约,中楼层/18层,板楼,158,车公庄,押1付3,精装,28000
青年公寓,北,整租,距离地铁人民大学485米,集中供暖,https://bj.5i5j.com/zufang/41461478.html,1室1厅,随时看房,中楼层/18层,塔楼,45,双榆树,押2付3,精装,5500
顺驰领海,南北,整租,距离地铁高米店北1000米,集中供暖,https://bj.5i5j.com/zufang/41461549.html,3室2厅,随时看房,低楼层/18层,板楼,121,黄村北,押1付3,精装,7500
华业东方玫瑰A区,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41461623.html,2室1厅,临河里,中楼层/27层,板楼,90,0,押2付3,精装,5500
港湾国际,北,整租,距离地铁东直门948米,集中供暖,https://bj.5i5j.com/zufang/41461651.html,1室1厅,电话预约,中楼层/18层,塔楼,45,工体,押1付3,精装,7000
翠成馨园D区,南,整租,0,自供暖,https://bj.5i5j.com/zufang/41462015.html,2室1厅,电话预约,低楼层/28层,塔楼,75,欢乐谷,押1付3,精装,5300
东方雅苑,南,整租,距离地铁平乐园327米,集中供暖,https://bj.5i5j.com/zufang/41462192.html,1室1厅,电话预约,高楼层/22层,板塔结合,50,大望路,押2付3,精装,7000
中建国际港,南北,整租,距离地铁枣园198米,集中供暖,https://bj.5i5j.com/zufang/41462406.html,4室2厅,随时看房,低楼层/34层,板楼,153,枣园,押2付3,精装,9500
西二旗铭科苑,南,整租,距离地铁西二旗728米,集中供暖,https://bj.5i5j.com/zufang/41455202.html,2室1厅,电话预约,低楼层/6层,板楼,65,西二旗,押2付3,精装,7200
主语家园,西北,整租,距离地铁白石桥南187米,集中供暖,https://bj.5i5j.com/zufang/41455312.html,3室1厅,随时看房,高楼层/18层,板楼,137,紫竹桥,押2付3,精装,22000
10AM新坐标,北,整租,距离地铁方庄457米,集中供暖,https://bj.5i5j.com/zufang/41455583.html,1室1厅,电话预约,低楼层/32层,板楼,54,方庄,押1付3,精装,5300
北苑家园紫绶园,南北,整租,距离地铁北苑522米,集中供暖,https://bj.5i5j.com/zufang/41455698.html,3室1厅,随时看房,中楼层/25层,板楼,95,北苑,押2付3,精装,8500
后桃园,南,整租,距离地铁西直门656米,集中供暖,https://bj.5i5j.com/zufang/41455928.html,2室1厅,电话预约,低楼层/12层,塔楼,60.2,新街口,押1付3,精装,8800
定慧寺西里,南北,整租,距离地铁海淀五路居1178米,集中供暖,https://bj.5i5j.com/zufang/41455989.html,2室1厅,随时看房,底层/16层,塔楼,59,定慧寺,押2付3,中装,7000
双旗杆东里,西南,整租,距离地铁安华桥688米,集中供暖,https://bj.5i5j.com/zufang/41456003.html,2室1厅,随时看房,中楼层/18层,塔楼,69.5,德胜门,押1付3,中装,7500
建邦华府,南北,整租,距离地铁石榴庄610米,集中供暖,https://bj.5i5j.com/zufang/41456433.html,3室2厅,随时看房,中楼层/9层,板楼,166,刘家窑,押2付3,精装,13000
天通苑东三区,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41456469.html,2室1厅,随时看房,中楼层/7层,板楼,90,天通苑,押2付3,精装,6000
优点社区,南北,整租,距离地铁常营1076米,自供暖,https://bj.5i5j.com/zufang/41456670.html,2室1厅,电话预约,中楼层/11层,板楼,84.94,常营,押2付3,精装,5500
红星北里小区,南,整租,0,集中供暖,https://bj.5i5j.com/zufang/41456889.html,3室1厅,随时看房,底层/7层,板楼,107,旧宫,押2付3,精装,5000
建邦华府,东北,整租,距离地铁石榴庄610米,集中供暖,https://bj.5i5j.com/zufang/41457010.html,3室1厅,随时看房,中楼层/18层,塔楼,146,刘家窑,押2付3,精装,11500
西坝河东里,南北,整租,距离地铁太阳宫714米,集中供暖,https://bj.5i5j.com/zufang/41457318.html,3室1厅,电话预约,中楼层/18层,塔楼,85,西坝河,押2付3,豪装,9000
茂林居,南,整租,距离地铁木樨地509米,集中供暖,https://bj.5i5j.com/zufang/41457411.html,2室1厅,电话预约,中楼层/18层,塔楼,70,军博,押2付3,中装,9000
南湖渠西里,南北,整租,距离地铁望京西617米,集中供暖,https://bj.5i5j.com/zufang/41457453.html,2室1厅,随时看房,高楼层/6层,板楼,70,望京,押1付3,中装,8000
林大院内,南,整租,距离地铁清华东路西口610米,自供暖,https://bj.5i5j.com/zufang/41457680.html,1室1厅,电话预约,顶层/6层,板楼,50,学院路,押2付3,简装,6200
炫特嘉园三期,南,整租,距离地铁十里堡858米,集中供暖,https://bj.5i5j.com/zufang/41451646.html,1室1厅,随时看房,中楼层/25层,板楼,65,石佛营,押2付3,精装,6500
呼家楼南里,南,整租,距离地铁金台夕照510米,集中供暖,https://bj.5i5j.com/zufang/41451898.html,2室1厅,电话预约,底层/6层,板楼,91,红庙,押1付3,精装,9500
月亮河城堡,东,整租,距离地铁通州北关1477米,集中供暖,https://bj.5i5j.com/zufang/41452174.html,1室1厅,随时看房,低楼层/11层,板楼,58,武夷花园,押1付12,精装,4200
广渠门外大街,北,整租,距离地铁双井58米,集中供暖,https://bj.5i5j.com/zufang/41452385.html,2室1厅,随时看房,底层/16层,塔楼,80,双井,押2付3,精装,10500
小清河邮局宿舍,东西,整租,距离地铁农大南路1138米,集中供暖,https://bj.5i5j.com/zufang/41452485.html,2室1厅,电话预约,底层/6层,板楼,54.5,颐和园,押1付3,简装,6300
和平街十五区,东南,整租,距离地铁光熙门473米,集中供暖,https://bj.5i5j.com/zufang/41452513.html,3室1厅,电话预约,高楼层/18层,板楼,80,和平里,押2付3,精装,9500
华严北里二区1号院,东西,整租,距离地铁健德门698米,集中供暖,https://bj.5i5j.com/zufang/41452526.html,2室1厅,随时看房,中楼层/6层,板楼,60,健翔桥,押2付3,中装,7500
第七街区,南,整租,0,自供暖,https://bj.5i5j.com/zufang/41452854.html,1室1厅,随时看房,低楼层/18层,板楼,40,岳各庄,押1付3,精装,3800
丰汇园小区,南北,整租,距离地铁灵境胡同585米,集中供暖,https://bj.5i5j.com/zufang/41452892.html,2室2厅,随时看房,中楼层/7层,板楼,122.3,金融街,押1付6,精装,25000
玺萌丽苑,东北,整租,距离地铁角门西733米,集中供暖,https://bj.5i5j.com/zufang/41452908.html,3室2厅,随时看房,低楼层/24层,塔楼,126,草桥,押1付3,精装,9000
华仁路,南,整租,距离地铁虎坊桥658米,集中供暖,https://bj.5i5j.com/zufang/41453024.html,1室1厅,随时看房,高楼层/6层,板楼,40,陶然亭,押1付3,精装,4500
佳运园,南北,整租,距离地铁立水桥1132米,集中供暖,https://bj.5i5j.com/zufang/41453039.html,2室1厅,电话预约,中楼层/6层,板楼,82,立水桥,押1付3,精装,6200
远洋山水南区,东南,整租,距离地铁八宝山1028米,自供暖,https://bj.5i5j.com/zufang/41453108.html,3室2厅,随时看房,中楼层/26层,板塔结合,125,鲁谷,押1付3,精装,11000
汇鸿家园,南北,整租,距离地铁黄渠922米,集中供暖,https://bj.5i5j.com/zufang/41453185.html,2室1厅,电话预约,中楼层/12层,板塔结合,78,管庄,押2付3,中装,5200
永顺南街304号院,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41453236.html,2室1厅,新华大街,中楼层/6层,板楼,110,距离地铁通州北苑1124米,押2付3,精装,4000
安德路47号院,南北,整租,距离地铁安定门703米,集中供暖,https://bj.5i5j.com/zufang/41453356.html,3室1厅,随时看房,高楼层/6层,板楼,71.01,安定门,押1付3,中装,9500
荞馨园,南北,整租,距离地铁北运河西744米,自供暖,https://bj.5i5j.com/zufang/41449054.html,2室1厅,电话预约,高楼层/6层,板楼,95,乔庄,押2付3,简装,4500
柏林爱乐二期,南北,整租,距离地铁常营892米,集中供暖,https://bj.5i5j.com/zufang/41449076.html,2室2厅,电话预约,高楼层/11层,板楼,123,管庄,押2付3,精装,9000
观林阁,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41449115.html,1室1厅,电话预约,高楼层/11层,板楼,60,后沙峪,押1付3,精装,4200
八宝庄小区,南北,整租,距离地铁西钓鱼台571米,集中供暖,https://bj.5i5j.com/zufang/41449124.html,4室1厅,随时看房,顶层/6层,板楼,110,定慧寺,押2付3,精装,13000
五芳园,南北,整租,距离地铁八宝山1245米,集中供暖,https://bj.5i5j.com/zufang/41449172.html,3室1厅,电话预约,高楼层/6层,板楼,80,鲁谷,押1付3,中装,5500
玉阜嘉园,东南,整租,0,自供暖,https://bj.5i5j.com/zufang/41449293.html,3室2厅,电话预约,低楼层/12层,板塔结合,123,玉泉路,押1付3,精装,9500
远洋山水南区,南,整租,距离地铁八宝山1028米,自供暖,https://bj.5i5j.com/zufang/41449354.html,1室1厅,随时看房,低楼层/26层,塔楼,56,鲁谷,押1付3,精装,5000
双桥小区,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41449733.html,2室1厅,电话预约,低楼层/6层,板楼,70,双桥,押1付3,中装,5000
霞光里30号院,南,整租,距离地铁三元桥540米,集中供暖,https://bj.5i5j.com/zufang/41449841.html,1室1厅,电话预约,顶层/6层,板楼,42.41,燕莎,押1付3,精装,5800
汇锦苑,西南,随时看房,0,整租,https://bj.5i5j.com/zufang/41449850.html,2室1厅,青塔,高楼层/24层,板楼,78,0,押2付3,精装,5800
武夷花园牡丹园,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41449905.html,2室1厅,随时看房,高楼层/6层,板楼,123,武夷花园,押2付3,中装,4800
富国里,南北,整租,距离地铁平安里692米,集中供暖,https://bj.5i5j.com/zufang/41450143.html,2室1厅,随时看房,顶层/5层,板楼,52.5,官园,押2付3,简装,8200
花家地北里,南,整租,距离地铁阜通793米,集中供暖,https://bj.5i5j.com/zufang/41450162.html,1室1厅,电话预约,底层/6层,板楼,55.08,望京,押2付3,中装,6000
交大东路41号院,南北,整租,距离地铁西直门496米,集中供暖,https://bj.5i5j.com/zufang/41450174.html,3室1厅,随时看房,底层/12层,塔楼,105,西直门,押1付3,精装,12000
新华联家园南区,东南,整租,距离地铁果园677米,集中供暖,https://bj.5i5j.com/zufang/41450233.html,2室1厅,随时看房,中楼层/6层,板楼,102,果园,押2付3,中装,6000
五芳园,南北,整租,距离地铁八宝山1245米,集中供暖,https://bj.5i5j.com/zufang/41450261.html,2室1厅,电话预约,中楼层/6层,板楼,60,鲁谷,押1付3,精装,5200
华清嘉园,东南,整租,距离地铁五道口259米,自供暖,https://bj.5i5j.com/zufang/41445845.html,2室1厅,随时看房,低楼层/20层,板楼,112,五道口,押2付3,精装,18000
鸿坤理想城礼域府,南北,整租,距离地铁西红门1397米,自供暖,https://bj.5i5j.com/zufang/41445865.html,3室2厅,电话预约,低楼层/21层,板楼,132,西红门,押2付3,精装,8500
大河庄苑,南北,整租,距离地铁苏州街630米,集中供暖,https://bj.5i5j.com/zufang/41445888.html,2室2厅,随时看房,中楼层/4层,板楼,126,苏州桥,押2付12,精装,16000
融泽嘉园1号院,南北,整租,距离地铁龙泽1083米,集中供暖,https://bj.5i5j.com/zufang/41445914.html,2室1厅,电话预约,中楼层/31层,塔楼,93,龙泽,押2付3,豪装,7800
杨家洼,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41445966.html,3室1厅,梨园,顶层/6层,板楼,106,距离地铁梨园364米,押2付3,精装,5000
二里沟,南北,整租,距离地铁车公庄西633米,自供暖,https://bj.5i5j.com/zufang/41446045.html,2室1厅,随时看房,低楼层/5层,板楼,60,甘家口,押2付3,精装,7500
新街口外大街31号院,东西,整租,距离地铁积水潭464米,集中供暖,https://bj.5i5j.com/zufang/41446086.html,2室1厅,电话预约,低楼层/10层,板楼,89,小西天,押2付3,中装,8600
马家堡西里,南北,整租,距离地铁马家堡246米,集中供暖,https://bj.5i5j.com/zufang/41446198.html,2室1厅,随时看房,中楼层/6层,板楼,61,马家堡,押1付3,精装,5800
杨庄路22号院,南,整租,距离地铁通州北苑696米,集中供暖,https://bj.5i5j.com/zufang/41446533.html,1室1厅,电话预约,高楼层/6层,板楼,60,通州北苑,押2付3,简装,3500
慧时欣园二期,南北,整租,距离地铁石榴庄417米,自供暖,https://bj.5i5j.com/zufang/41446556.html,2室2厅,随时看房,中楼层/25层,板楼,120,赵公口,押2付3,精装,6500
原香漫谷四区,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41446610.html,3室1厅,随时看房,低楼层/18层,板楼,90,房山城关,押2付3,精装,2700
安华里五区,南北,整租,距离地铁安德里北街1051米,集中供暖,https://bj.5i5j.com/zufang/41446654.html,4室1厅,电话预约,底层/5层,板楼,90,安贞,押1付3,精装,11000
天通苑中苑,东南,整租,距离地铁天通苑1272米,集中供暖,https://bj.5i5j.com/zufang/41446720.html,2室1厅,随时看房,中楼层/10层,板塔结合,104,天通苑,押1付3,中装,6200
福顺里小区,南北,整租,距离地铁丰台东大街1400米,集中供暖,https://bj.5i5j.com/zufang/41446735.html,2室1厅,电话预约,中楼层/18层,板塔结合,85,北大地,押2付3,中装,6200
工商大学西校区,南,整租,距离地铁花园桥861米,集中供暖,https://bj.5i5j.com/zufang/41446903.html,1室1厅,电话预约,中楼层/5层,板楼,45,甘家口,押1付3,精装,6300
科育小区,南,合租,距离地铁中关村479米,集中供暖,https://bj.5i5j.com/zufang/41446909.html,2室1厅,随时看房,底层/5层,板楼,25,中关村,押2付3,中装,4200
龙湖时代天街,东西,整租,距离地铁生物医药基地162米,自供暖,https://bj.5i5j.com/zufang/41442198.html,2室1厅,电话预约,高楼层/25层,塔楼,86,天宫院,押2付3,豪装,5500
智地香蜜湾,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41442243.html,2室1厅,电话预约,高楼层/18层,板楼,93,后沙峪,押1付3,精装,6600
普天大院,南,整租,距离地铁积水潭538米,集中供暖,https://bj.5i5j.com/zufang/41442364.html,1室1厅,随时看房,低楼层/6层,板楼,50,德胜门,押1付3,精装,6000
青年公寓,南,整租,距离地铁人民大学485米,集中供暖,https://bj.5i5j.com/zufang/41442407.html,1室1厅,随时看房,高楼层/18层,塔楼,45,双榆树,押2付3,精装,6000
观缘,南北,整租,距离地铁车公庄269米,集中供暖,https://bj.5i5j.com/zufang/41442429.html,3室2厅,电话预约,低楼层/18层,板楼,170,车公庄,押1付3,精装,28000
八角北路11号院,南北,整租,距离地铁八角游乐园1404米,集中供暖,https://bj.5i5j.com/zufang/41442497.html,1室1厅,电话预约,高楼层/7层,板楼,52.99,杨庄,押2付3,精装,4600
李老新村,西,随时看房,0,整租,https://bj.5i5j.com/zufang/41442517.html,2室1厅,果园,中楼层/6层,板楼,80,距离地铁果园1138米,押2付3,精装,5000
清华东路27号院,南北,整租,距离地铁六道口233米,集中供暖,https://bj.5i5j.com/zufang/41442792.html,1室1厅,随时看房,底层/6层,板楼,55,学院路,押1付3,精装,6300
世纪星城,南北,整租,距离地铁果园990米,集中供暖,https://bj.5i5j.com/zufang/41442853.html,2室1厅,随时看房,低楼层/18层,板楼,100,通州北苑,押2付3,精装,6300
马家堡路27号院,南,整租,距离地铁北京南站489米,集中供暖,https://bj.5i5j.com/zufang/41442905.html,3室1厅,随时看房,高楼层/20层,塔楼,83,洋桥,押1付3,精装,7500
长城国际,西,整租,距离地铁果园986米,集中供暖,https://bj.5i5j.com/zufang/41443124.html,1室1厅,随时看房,高楼层/22层,板楼,64,通州北苑,押1付3,精装,3800
美和园,东西,整租,距离地铁上地255米,集中供暖,https://bj.5i5j.com/zufang/41443234.html,1室1厅,随时看房,中楼层/9层,板楼,65,清河,押2付3,精装,6000
车道沟10号,南,整租,距离地铁车道沟657米,集中供暖,https://bj.5i5j.com/zufang/41443679.html,1室1厅,随时看房,中楼层/5层,板楼,50,紫竹桥,押1付3,精装,5600
太平里,南,整租,距离地铁六里桥东848米,集中供暖,https://bj.5i5j.com/zufang/41444130.html,2室1厅,电话预约,中楼层/6层,板楼,58.4,马连道,押1付3,精装,6300
中鑫嘉园,南,整租,距离地铁健德门472米,自供暖,https://bj.5i5j.com/zufang/41444184.html,2室1厅,电话预约,高楼层/24层,塔楼,102,牡丹园,押2付3,精装,9500
运通花园,东南西北,整租,距离地铁通州北关1442米,集中供暖,https://bj.5i5j.com/zufang/41444252.html,5室2厅,电话预约,底层/2层,板楼,330,潞苑,押2付3,简装,18300
未来假日花园,南北,整租,距离地铁公益西桥434米,自供暖,https://bj.5i5j.com/zufang/41433163.html,5室2厅,随时看房,底层/3层,板楼,264,马家堡,押2付3,精装,22500
绿岛苑西区,东南,整租,距离地铁传媒大学1116米,集中供暖,https://bj.5i5j.com/zufang/41433277.html,1室1厅,随时看房,高楼层/24层,塔楼,60,定福庄,押1付3,中装,4600
沸城,西北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41433527.html,2室1厅,随时看房,低楼层/25层,板楼,97,卢沟桥,押1付3,精装,5300
红联村,南北,整租,距离地铁西直门1075米,集中供暖,https://bj.5i5j.com/zufang/41434030.html,2室1厅,电话预约,顶层/6层,板楼,58,小西天,押1付3,中装,6500
正辰小区,东南,整租,距离地铁立水桥724米,自供暖,https://bj.5i5j.com/zufang/41434347.html,2室1厅,电话预约,低楼层/18层,板塔结合,103,天通苑,押2付3,精装,7500
天伦北里,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41434561.html,2室1厅,电话预约,高楼层/6层,板楼,88,菜户营,押2付3,中装,6000
京贸国际城西区,东南,整租,0,集中供暖,https://bj.5i5j.com/zufang/41434704.html,2室1厅,随时看房,高楼层/35层,塔楼,90,武夷花园,押1付6,豪装,6000
朝阳首府,南,整租,距离地铁朝阳门242米,集中供暖,https://bj.5i5j.com/zufang/41435302.html,2室1厅,随时看房,高楼层/18层,塔楼,108,朝阳门内,押1付3,豪装,18000
团结湖北三条,南,整租,距离地铁团结湖525米,集中供暖,https://bj.5i5j.com/zufang/41435531.html,2室1厅,电话预约,顶层/6层,板楼,60,团结湖,押1付3,中装,5700
地铁宿舍,南北,整租,距离地铁积水潭717米,集中供暖,https://bj.5i5j.com/zufang/41435584.html,3室1厅,电话预约,顶层/6层,板楼,68,西直门,押2付3,中装,9200
阜北小区,南北,整租,距离地铁白堆子166米,集中供暖,https://bj.5i5j.com/zufang/41435642.html,2室1厅,随时看房,顶层/5层,板楼,56,甘家口,押2付3,精装,7000
贾家花园15号院,东,整租,距离地铁石榴庄722米,自供暖,https://bj.5i5j.com/zufang/41435757.html,3室2厅,随时看房,低楼层/27层,塔楼,148,刘家窑,押1付3,精装,13000
新德街,南北,整租,距离地铁积水潭777米,集中供暖,https://bj.5i5j.com/zufang/41436032.html,1室1厅,随时看房,顶层/5层,板楼,36,德胜门,押2付3,精装,5500
康庄中巷4号院,南,整租,0,集中供暖,https://bj.5i5j.com/zufang/41436117.html,2室1厅,随时看房,低楼层/18层,塔楼,89,枣园,押2付3,精装,4500
万寿路12号院,南,整租,距离地铁万寿路341米,集中供暖,https://bj.5i5j.com/zufang/41436725.html,1室1厅,电话预约,顶层/6层,板楼,40,公主坟,押2付3,中装,5000
老山东里,南,整租,距离地铁八角游乐园992米,集中供暖,https://bj.5i5j.com/zufang/41428100.html,2室1厅,电话预约,中楼层/6层,板楼,50.25,老山,押2付3,精装,4400
清欣园,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41428567.html,2室1厅,随时看房,低楼层/6层,板楼,72,旧宫,押1付3,精装,4300
芳星园三区,南,整租,距离地铁方庄676米,集中供暖,https://bj.5i5j.com/zufang/41428948.html,2室1厅,随时看房,高楼层/25层,板楼,66,方庄,押2付3,中装,6500
远洋山水北区,东南,整租,距离地铁八宝山693米,集中供暖,https://bj.5i5j.com/zufang/41429011.html,3室1厅,随时看房,低楼层/26层,塔楼,128,鲁谷,押2付3,精装,12000
首城国际,南,整租,距离地铁双井668米,集中供暖,https://bj.5i5j.com/zufang/41429207.html,2室1厅,随时看房,中楼层/28层,板楼,110,双井,押2付3,精装,13500
贵园南里丙区,南北,整租,距离地铁亦庄桥1190米,集中供暖,https://bj.5i5j.com/zufang/41429239.html,2室1厅,电话预约,低楼层/6层,板楼,92,亦庄,押1付3,中装,6000
佳运园,南北,整租,距离地铁立水桥1132米,集中供暖,https://bj.5i5j.com/zufang/41429244.html,2室1厅,随时看房,高楼层/6层,板楼,89,立水桥,押1付3,中装,5800
天下儒寓,东南,整租,距离地铁科怡路366米,集中供暖,https://bj.5i5j.com/zufang/41429654.html,1室1厅,电话预约,高楼层/28层,塔楼,69,科技园区,押2付3,中装,5000
天赐良园西三期,南北,整租,距离地铁物资学院路144米,集中供暖,https://bj.5i5j.com/zufang/41429871.html,2室1厅,电话预约,底层/5层,板楼,101.34,北关,押1付3,精装,7500
丽泽景园,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41429974.html,3室1厅,丽泽,中楼层/27层,板楼,125,距离地铁西局278米,押1付3,精装,11000
庑殿家苑B区,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41430090.html,2室1厅,随时看房,中楼层/18层,板楼,79,旧宫,押2付3,简装,4300
玺萌鹏苑,南,整租,距离地铁马家堡807米,集中供暖,https://bj.5i5j.com/zufang/41430202.html,2室1厅,电话预约,低楼层/24层,板楼,82.74,草桥,押2付3,精装,8000
丽舍公寓,西北,整租,距离地铁建国门763米,自供暖,https://bj.5i5j.com/zufang/41430210.html,2室1厅,电话预约,高楼层/16层,塔楼,65,建国门外,押2付3,中装,14000
玉海园一里,南,整租,0,集中供暖,https://bj.5i5j.com/zufang/41430403.html,2室1厅,电话预约,顶层/11层,塔楼,71,玉泉路,押2付3,中装,5800
九龙花园,南,整租,距离地铁九龙山583米,集中供暖,https://bj.5i5j.com/zufang/41430410.html,2室1厅,电话预约,高楼层/22层,塔楼,106,双井,押1付3,精装,12000
扑满山,东,整租,距离地铁宋家庄133米,集中供暖,https://bj.5i5j.com/zufang/41430541.html,1室1厅,电话预约,中楼层/19层,塔楼,80,刘家窑,押1付3,中装,8500
蓝调沙龙,南,整租,距离地铁九棵树637米,自供暖,https://bj.5i5j.com/zufang/41374547.html,1室0厅,随时看房,高楼层/6层,板楼,45,九棵树(家乐福),押2付3,中装,4000
中关园,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41377518.html,1室1厅,五道口,顶层/6层,板楼,50,距离地铁北京大学东门335米,押2付3,中装,6200
芍药居2号院,南,整租,距离地铁芍药居247米,集中供暖,https://bj.5i5j.com/zufang/41381117.html,1室1厅,电话预约,高楼层/8层,板楼,50,芍药居,押1付3,精装,5600
